Review,FoodborneAsBoolean
"Little Dokebi is a small Korean restaurant.
They should probably not call themselves a Korean restaurant.

I went in with 7 other friends . . . and we ordered 2 servings of food for each person ( we kind of suspected that it would be a smaller servings since they priced their food a little lower than other places . . )

As we were leaving the place, we felt like we were robbed . . .
The dishes were seasoned weirdly . . and most of our meat dishes were not fully cooked . . . 

I'm afraid to try their food again . . don't want to get sick from uncooked meat dishes.",1.0
"My brother wanted to try an artisanal yet authentic pizza restaurant while visiting New York but instead I took him to Roberta's. We had two pies and a couple of beers. Nice night. BUT afterwards the strangest thing happened. 

We BOTH had chronic diarrhea! 

So after almost a MONTH we went to the doctor and he ran some tests. After a week of managing this nightmare I finally got phone call from the doctor. He started the call by asking if I was sitting down (I was. Bathroom) he then explained that the results indicated my problem actually wasn't Roberta's but that diarrhea runs in our genes.",1.0
"If I could I'd give this place 6 stars for the service, I would. I have never met such honest and nice people in the restaurant industry until I stepped foot into Wafels & Dinges.

On a Sunday morning, I believe my group was one of the first patrons here at 9:30am. We shared a bbq pulled pork savory wafel along with the wake up, grumpy wafel, maple latte, affogato, speculoos and Choc-Claude Van Damme ice cream. 

Honestly the food gets 3 - 3.5 stars from me, it's not the best thing I've had but not awful. So why am I giving this place 5 stars? 

When I sat down with all my food, I was about to eat my wake up, grumpy wafel which is an egg with bacon sandwiched between 2 wafels. However a staff member came up to me and said "" Sorry, can we swap your plate? We noticed the wafel's a bit burnt and we don't want you to eat bitter food."" 

I honestly didn't even notice it was burnt, but I let her change it anyways. The moment she took it away, it was immediately replaced. This happened in a matter of seconds, how did they cook so darn fast?! 

I didn't put much thought to it and decided to continue eating. Minutes later, they came back again and said they ""I'm so sorry, I just noticed the wafel is still a bit burnt, is it okay if i replace it again? I'm so sorry for the inconvenience."" 

Baffled, I didn't see anything burnt, but I let them swap it anyways. Another staff member apologized and said "" Sorry we claim for perfection and we want the best for our consumers."" 

I continued to eat the rest of the food I ordered, but they came to our table again to give us an entire bbq pulled pork wafel for free along with free chocolate covered wafels. They said it was to apologize for all the inconvenience they put us through. 

Seriously I've never seen this level of impeccable customer service. Usually it's a consumer running to the server or cook that the food is not edible or passable yet it is the other way around here. This level of service I would expect from an upscale restaurant but here we are at a wafel shop and these people strive to better themselves. 

Now a more focused breakdown on the food:

The bbq pulled pork actually became a regret for me because the sauce was too heavy and too sweet for my taste. I got sick of it after a few bites. The wafel wasn't really crunchy and it became kind of soggy from the sauce. Plus waking up to pulled pork for breakfast isn't really the ideal. I should've gone with their salmon wafels.

The wake me up grumpy wafel was kind of like an egg's benedict dish for me just without the sauce. I prefer the wafels used in this dish compared to the bbq pulled pork. It was a nice light dish. 

The maple latte, I didn't taste any maple flavor?? Their latte art needs some work. 

The affogato was alright, not sure if I didn't eat it quick enough but there was too much coffee and not enough ice cream. 

The chocolate covered wafels were okay, I wish it was served hot. I couldn't tell the difference between the three even though one had walnuts or pecans, one was plain  chocolate and one had speculoos powder over it. 

The speculoos ice cream was my favorite over the Choc-Claude Van Damme. 

I would recommend getting anything speculoos flavored from here. 

P.S. If you're confused by the ordering system, you order first and then pay and tip before you sit. (I was a bit confused on why tip was charged when I didn't have any waiters or servers and I was pretty much picking up the food myself from the counter.)",1.0
"I went there this evening with my friend and the so called Manager kevin told me that me and my friend will be ok from the raw chicken dumpling,and pork dumpling. We both ate two of them. When I spoke with the front Kevin said you will be ok. Excuse me I'm a restaurant manager and no I won't be raw chicken and pork. I don't need to explain what illness can accure from this. If I get sick and my friend,I will be filing a 
complaint and find Jason and Ben who also claims food poisoning from this place and move forward for class action lawsuit once proper documents are obtained. It's uncalled for unprofessional and the comment the manager or who ever it was assuring they will retrain there staff. My friend you best do this quickly cause many people are complaining and a class action suit is looking underway. Food poisoning is no joke and no little you will be ok brush off worst place ever.I got my money back but it won't compare to the massive problems, I am sure to come to me. Fire your staff,retrain your staff and make sure your shit is cooked and serviceable for paying customers. If you need help with this, I can help you as a restaurant manager who has the highest standards for peoples health and food.
Letter Grade F how the hell did U get an A? Hire people with food handlers please for you and customers sake and the owner please open another business where your not making innocent people sick. Fuck dumpling I'm pissed off",1.0
"So I have had many other baked Momofuku products and have always been delighted, but today I decided to step into new territory and try something more in tune with this warm weather we have been having... so I purchased a cereal milk milkshake. 
I have to say, I was flabbergasted when I came on to Yelp to see so MANY pleasant reviews about this item. One reviewer mentioned this milkshake tasting like childhood and I would have to agree. This milkshake tastes like everything wrong with childhood from spoiled milk to vomitting all over yourself with cereal crunch that hasn't been bodily processed yet. I am so very much upset and feel that paying 7.08 for such a small size horrendous drink is ridiculous. Actually, maybe it was more compassionate on their end. I shouldn't want to spend that much on something I can virtually get for free at any Chuck E. Cheese after a child has been sick. 

The only reason I am giving the milk bar a three overall is because their cakes and truffles are to die-for. BUT PLEASE beware of their milkshakes. DO NOT purchase if you are a milkshake enthusiast like I am.",1.0
Ordered dinner and a Super Curious George smoothie from @leafagenyc and the smoothie was chock full of ground up plastic Saran Wrap.... Beyond disgusted that a company would let this happen. Very bad quality control and completely irresponsible #leafagenyc  Would also like to mention my friend ordered a salad and got horrible food poisoning. And yet another friend said she could tell the lettuce in her salad was unwashed because it was grainy/sandy.... absolutely disgusting.,1.0
"I've only been to the Times Square DBBQ, which was great.   This DBBQ  however was horrendous. 

Only good for drinks.

DO NOT ORDER BEEF RIBS. Ive had these at Times Square, but here they were more like beef bones at the UES Location. No meat what so ever, mostly fat and tendons. IT WAS DISGUSTING. I told the manager about it and he apologized and got me new ones (took 30 mins) -  i was already done with my meal and lost my appetite, asked for the check by the time i got a new order.  He went on to explain they were all the same and got me new ones from 'downstairs' - they were worse off than my original order.  Just pure garbage.   I left immediately and felt sick to my stomach all night. VERY DISAPPOINTED.

Suffice to say, both manager and server were nice.  They are great at taking and bringing orders, friendly and polite, but they take forever to give the check.  

I am really disappointed at DBBQ, and I do not recommend this restaurant and will not be coming back.

I wish i took a photo of the ribs to show you how much they ruined my experience.",1.0
"Idea is cool. But execution leaves a lot to be desired.

Popped in last night for the opening of the restaurant, and while cool vibe, service was  pretty eh (the bartender only wanted to pal around with his friends) and I can't comment on the food because I refused to eat it. The person next to meet bit into an under-cooked chicken sandwich and had to send it back. Yikes. 

We decided to leave, avoid the chance of food poisoning, and walk to Rockaway Beach surf club for fish tacos at Tacoway beach inside.",1.0
"Check the building out, maybe get a drink but don't eat here. 
Steel wool fried in my chicken wings. Don't eat here. Now waiting to have food poisoning.",1.0
"Be warned! Their burgers are dangerously undercooked. They don't care what they give you. All they need to do is pay their rent. Really, this is a NYC problem in general. Some restaurants can handle the desperation. This one survives by jacking its prices and quickly preparing undercooked food. A cheeseburger, fries and one beer = 23 dollars. You want two tiny appetizers as well? Add another $30. Never going back here. One and done. The food poisoning people complain about from this place is most likely from the undercooked burgers. There's literally feces mixed in with cow meat. Watch the movie 'Food Inc.' to learn more of what you're actually eating. Our cave ancestors learned to cook their meat. Why are we modern humans becoming more dumb? Only greed can answer that question.",1.0
"My wife and I came here because it's convenient located to where we live.  There is street parking, which isn't too hard to find.  There are other businesses around, such as a supermarket, so you can perhaps go food shopping right afterwards.  

I like that the restaurant is small and it does appear to family owned, so you know that the day to day operations and food should be fairly consistent.  We have come here a few times now, and the food is authentic Cantonese style.  We do like the food.  My wife really likes the chicken here, until our most recent visit.  She usually orders a chicken dish and her preference is chicken back.  They are usually accommodating, which is great because I'm sure a bigger restaurant would care about your request.

After eating majority of her dish, she then realizes that the chicken meat on the bone is very red.  The chicken here is not fully cooked.  I understand that it's a consumers responsibility to know what they're eating, but you would think chicken is fully cooked!  Isn't it the job of the restaurant to double check that?  You usually see food warnings about raw food for beef, fish, etc.  But never do they mention chicken because its always fully cooked in all the restaurants you go to!  My wife was scared, because as we all know, eating raw chicken might give you food poisoning.  Boy, she was scared.  There was nothing the restaurant was willing to do and they simply said sorry.   

Well, they should be sorry, because I will not come back here anymore.  Although the service was on par, the food wasn't.  They should be consistent and double check that their foods are up to standard.  I suggest standing clear from this restaurant, unless you want to put yourself at risk in getting sick.",1.0
"Temporarily not recommended reviews
Joe F.

2014/11/27
I had calamari from here yesterday and I got food poisoning...... On top of that, it wasn't even near being worth it.... The calamari was terrible and had a plastic-y texture.... Sad excuse for italian cuisine.... Thanks pronto... For making me sick.

Martin B.

2014/11/1
First review. Waited a ridiculously long time for the pizza and when it arrived it was awful. Won't be ordering again.

Fran M.

2014/5/19
They sell large pies claiming it to be fresh but the one we got was so old that it was like cardboard..fair warning to all. Called & got a big DUH

Nick W.

2013/7/5
I ordered $40 worth of food online, received confirmation that the order was being prepared, my card was charged and the food never showed.  No answer when trying to call.

Neal G.

2015/3/16
What's better than laying in bed and ordering a pizza?  Getting a discount for doing it.  We love Pronto Pizza. we order often and have tried many different meals.  The new addition of a point system makes the good even better.

Veronica P.

2011/11/18
Love that you can order online... And they are still fast with on-line orders. The Baked Ziti is great!!

Xena F.

2015/2/18
I love Pronto)
and they so close to me..)
always fresh and hot... and very friendly staff))

Cassie B.

2014/12/27
Deliciousness! One of my favorite spots on the Island. Good food for a good price. Friendly fast service. What's not to like?!

Rosalba P.
2013/8/3
The best pizza I would taste in america!!!",1.0
"I liked the atmosphere and the wait staff was nice, but I don't recommend the BBQ veggie burger. The patty was mushy and the fries were undercooked. I think I got food poisoning :(

//edit: yup. Either food poisoning or best unadvertised bowel/colonic cleanse ;(..",1.0
"I wanted to like this place so bad but it was just bad. I look forward to Sunday brunch as well as my gf. We figured instead of going to the usual spots we would try something new, an unfortunate mistake. I've had this place bookmarked for a while and couldn't wait to try out. Long and short we had a terrible dining experience. We ordered the French toast. It was under cooked, super gooey which is just plain gross. Killed my whole appetite. Afterwards my gf ordered the eggs Benedict I had the nemrod spatzle with bacon. They end up bringing out the wrong order for my gf. They rushed out the eggs Benedict they were undercooked as well. My girlfriends stomach was hurting all day and ended up sick that evening with food poisoning symptoms. Thanks La Cigogne. Mimosas we had were mediocre. One star for the spatzle. I rarely write bad reviews and yelp rarely steers me wrong. This place has so many good reviews which is pretty baffling. It was pretty empty so I don't see how the kitchen could mess up our order then rush out the correct one resulting in someone getting sick. La Cigogne left a bad taste in our mouths both figuratively and literally.",1.0
"Someone mysteriously took down my post so I'm putting on again.

Posted on 2/18/15: MY HUSBAND AND I GOT FOOD POISONING from their Cha-Shu ramen (pork meat was not soft, very hard) and mysterious dumplings!! We made it to go and they forgot the broth!! So, they gave us strange looking/tasting dumplings..Anyhow, we've been sick for 3 days and it is on going~ If you'd like to not jeopardizing your health, please avoid this place!",1.0
"This review is soley for drinks. 

I love the pig theme! hehe litto piggies sho cute. The bartender makes a sick jalapeno margarita. I guess it's not on the menu anymore, but it used to be so if you ask for it, they probs know how to make it. Just a hint of sweetness, the perfect kick for an aftertaste, and boozie just the way I like it. 

My friend and I just hung out upstairs in the bar area. The ambiance was super chill and laid back. I loved it. We didn't have to shout at each other over any music, so that was a plus. Definitely down to get ratchet here. And drink jalapeno margaritas all night long.",0.0
"food is alright but not that impressive.

crostini is good.
forgot to try my friend's squid ink pasta 
but my lamp bolognese have mutton odor.

apple tart is sickening sweet.
Semifreddo and Gelato are good. smooth and delicate.",0.0
"First...this place isn't really ramen. This place is definitely a twist on the concept; it's an interesting twist (or fusion, call it whatever you want), but if you're looking for real ramen here you'll be disappointed.

Anyway, we came here with a group of 4 around 7:15 on a Saturday (yes, I came with another reviewer). We were seated after about 10 minutes of waiting. What was weird was that we weren't shown a table, they just told us to sit there (we had two choices and we elected to sit away from the door) if we wanted to. Then we were told for our group of 4 that there were only two menus available. Okay...it was definitely crowded but I imagine most restaurants would have a one-menu-per-customer setup. But sure, understandable in a way. It's not like this restaurant's been open for the past year or more.

We ordered the edamame which was standard (if they somehow messed that up I would've left) and some special Korean pancake with artichokes and bleu cheese which tasted pretty good. The sauce was a bit tart but I guess it complemented everything well. Again, I wouldn't call any of this food ""authentic"", but for what it was, it was pretty good.

What happened next probably docked two stars for me. Every ramen shop I've been to, good or bad, usually had our orders ready within 10-15 minutes. After all, the broth is always ready, the mix-ins are usually right there, and the noodles take minutes to boil. We waited an incredibly long time for the food to come. I don't want to exaggerate, but it must have been a solid 45 minutes. And let's be honest, even the tastiest ramen is essentially just comfort fast food, so I'm not giving them the whole ""they make their dishes from scratch"" excuse here. They were definitely undermanned with 2 wait staff and 2 cooks. The host had to come over and help every now and then. I'm not sure if this is the norm when it's packed but it was very frustrating. Even water had to be asked for by flagging them down. 

The waiters kept passing by, and they occasionally looked at us, then looked away. A simple, ""sorry we're a little backed up in the kitchen right now"", or simply refilling our water without us flagging them down would've made the waiting more bearable! I mean, it's obvious that your customers finished their appetizers half an hour ago and still haven't gotten their meals yet, right? They run a small shop, it's not like we're being lost in a sea of customers. It got to a point where we were just audibly joking about their lack of service. Finally, we flagged someone down and politely asked when we could expect our food. He indifferently replied, ""they're making it now"". Well, they came out a few minutes later. Success?

On to the food. I had the green curry ramen with extra chashu and boiled egg as I usually enjoy spicy foods. It...most definitely wasn't ramen; I'm pretty certain they were serving egg noodles. They were a bit stingy on the broth; every other place I've been to usually had far more broth than noodle and my friend had to ask for extra. There were salad greens in it...which was weird. I ate first separately first (no salad in my ramen, thanks). Finally, the extra chashu netted me...4 total pieces. But the boiled egg was done well. Oh, and there was a tiny shrimp! And the presentation was nice, I guess.

How did it taste? Not bad, all things considered! The lack of broth made mixing a bit tough, so I gave up and ate it by assembling individual pieces on my trusty soup spoon. The red chili pepper flakes were a nice touch and there was a very good kick that even those who don't eat spicy foods would enjoy. There was definitely a mix of miso/curry flavor in there that works better than it sounds. My girlfriend got some cold dipping ramen, which wasn't bad either. The broth for that is closer to the traditional miso-style I'm accustomed to.

Now the price of this place? Bah. Terrible. The green curry ramen was $15 + $2 for the extra chashu (the amount I ended up with is probably about what most shops give you normally) + $1.50 for a boiled egg. So that's $18.50. Probably the most expensive ""ramen"" I've ever had.

So, the food tasted good. The service was poor. And the price wasn't favorable, especially considering that I could've had two trays of xiaolongbao down the block for the same price! Throw all that together and you get 2 stars. Bottom line, if you're looking for real ramen, this place doesn't have it, and I'm not sure the service I experienced is worth trying their take on it. I'd recommend this place if you're sick of Chinese food in Chinatown, can't make a trip elsewhere via subway, and want to try something different that vaguely kind of is ramen. And can afford to potentially wait a while. If that's the case, go for it.",0.0
"Crush is up there with Flatiron Wine and Astor Wines as one of the best wine shops in the entire city. This is the place you go when you need to find a bottle for a BYOB birthday at Peking Duck House (a sick vintage of Spätlese from a strong producer, duh). This is the place you go to when you want minimalist, gorgeous glassware (Zalto) so you can pretend to be an adult when you have friends over and open a bottle (as an aside, damn you Aldo Sohm for tripling the popularity of these. Now we have to wait for Ryan Sutton to make some eager comment about them so they stop being cool with the tools again.). But this is also the place you go when you want some Savennières or Chablis but don't want to break the bank. For in spite of the fact that at the high end (grand cru Burgundy, cult Champagnes) Crush crushes it, they also thoughtful curate at the $20 - $25 level. From Beaujolais to the eccentric Jura, Crush is also a wine shop where you can feel comfortable asking the staff for help or recommendations without feeling like 1) they don't actually know very much themselves or 2) that they know too much to translate for some plebian - aka you. I've come and simply asked for a Vouvray, no other context given, and was guided to a wonderful wine through thoughtful, genuine questions. I've also had a ten minute discussion about whether a particular Crémant d'Alsace would be more citrus or orchard fruit forward (Pinot Blanc blends are straight tricky) and it didn't feel forced, or pretentious, or even as absurd as it probably was from any objective perspective.

So, expand your horizons here. Better yet, it's the holidays: expand the horizons of others. Have a friend who, mystifyingly, still finds it funny to scream ""I am NOT drinking any fucking Merlot!"" yet you feel obligated to remain friends with? Get them some Château Pétrus and let them put that in their pipe and smoke it.

Bonus points: Their website is fantastic. The search options are sufficiently nerdy, and the landing page is surprisingly helpful, highlighting recent acquisitions, special sales, and generally interesting news in the world of wine. You don't have to be a cork-dork to like Crush, but don't be too surprised if you start to become one.",0.0
"These crepe cakes always make an amazing gift. My favorite has to be the green tea (matcha) flavor. It's very well balanced, not overpowering and not too sweet. I do find some of the other flavors too ""buttery."" PRO TIP: Don't eat too much of it because you will get sick of it. And yes, it's expensive. It is a luxury cake. Again, makes a GREAT gift.",0.0
"When you're sick of Starbucks, which most people who live in Midtown already are, definitely make a trip here.  It's THE best coffee in this part of Manhattan - highly recommend an iced latte or a flat white to drink.  

To eat, if you're craving something savory, then get either The Smash or The Pick Me Up.  If you're craving something sweet, definitely try The Sweet Uncle Fred.  Nom nom!",0.0
"This place was a big let-down.  I studied abroad in Puebla, Mexico, and one of the things I miss most, and nearly impossible to find at Mexican restaurants here in Horchata, a traditional Mexican drink.  I saw that they had it, and so I made the mistake of eating at this place.  I asked the guy behind the counter if the Horchata was made fresh (i.e. from scratch) and he said it was, in the kitchen.  But after tasting it, I strongly believe it was made from a mix, and not a good one at that.  Very disappointing.  But I could almost let that one go because of a possible miss-communication or language barrier.
The food wasn't terrible, and I was starving, so it did the trick, but definitely didn't feel like the best quality.  It looked like slop, and tasted like what you'd expect in a Mexican middle school cafeteria. I wasn't impressed, and though it didn't make me sick or anything, I think there are other better cheap-eats in that area (though Wogies isn't one of them).",0.0
"I wasn't aware of how popular Doughnut Plant was even though there was a constant snake-for-a-line the entire time I was there. I'll be back.......!!!

The only tasty treat I tried was one of their cake donuts. The Carrot Cake. I know, that was extremely foolish of me. It only took one ""doughnut"" to get me hooked though. The Carrot Cake doughnut was more than just moist and scrumptious. I would also say that the cake doughnut was more dense and filling than a normal donut. The icing on the outside made the Carrot Cake doughnut sweet, but it was the perfect amount to where it didn't make your teeth ache from a sugar attack. The size of the doughnut itself was a little small. It's deliciousness made up for its size however. After all, too much of anything will make you sick of it. 

I can't wait to go back and splurge on all the other doughnuts and drinks they have to offer!",0.0
"There's a good number of bars to choose from in fidi, many of them aren't really worth the time. So it's always good to find a cool place, with a good alcohol selection (especially the rum) and decent food. 

Open Door is basic bar in a lot of ways, but has just enough class to make it a cool after work spot. They've got a pretty sick whiskey shelf and they carried my Ron Zacapa rum, which is always a plus given that most bars are STILL only carrying Captain Morgan and Bacardi like this is 1985... They also have pretty good happy hour prices, making it a great after work option.

My group grabbed a table in the back and drank for the duration of happy hour and into the evening. I eventually grabbed an order of the pulled pork sliders with sweet potato fries. The sliders were ok... They definitely hit the spot, but didn't do much in the way of flavor in my opinion. There was also way too much pork on the slider, creating more of a mess than anything. Sweet potato fries were crack, as always. 

This a pretty cool place for happy hour and small bites I'd say. Nice bar, good drink selection and good prices.",0.0
"Slightly disappointed. 

Yeah, that pretty much sums up my experience at 11 Madison Park. After planning this evening for sometime, I can't help but expect nothing but the best. Don't get me wrong, 11 Madison wins many, many points but on this particular night, something was off. 

Upon arrive, they greeted us and even said Happy Bday to the lady of the evening. After we were seated, I got up to switch sides with the Mrs.  The servers quickly came over to extend the table for me. Very on point. 

Our Maitre D' welcome us explained our courses for the evening, let us choose our preferred flavors of the evening and gave us a start off black and white cookie. Starting to look promising. 

We were served by over 10 different people during our evening. Our glass of water were not even permitted to go down by half throughout the night. Each dish was of course explained and the servers were very down to Earth. Service was world class in every which way. 

Now the food. This is where the review goes down hill just a tad. 

Bread was croissant like. Flaky and buttery... Butter with hints of duck. 

Warm salad - pickled vegetable noodles with a pistachio or two with butternut squash. Served with duck broth. Nice and hearty. Good way to begin. Wow me? No. 

Seared Foie gras with blood sausage. Tasty, creamy but I think the star of the dish may have been the blood sausage. Better than foie gras at Jean George's? No. 

Rye bread with little mini dots of mustard and mayo served with perfectly cooked Pastrami. Lasting impression? Not really. 

Long Island plates. Oyster wrapped in a vinegar gelatin. Chopped scallops. Crab with pickled Daikon. Sturgeon caviar with quail egg. This was prepared nicely and the caviar with quail egg was clearly the impressionist. 

Stripped sea bass with shellfish squid ink sauce. Tiny little fish and had very little appeal with me. 

Sea urchin with foam on a bed of mashed potatoes. This was actually very, very good. 

So 11 Madison loves to show you the plates and how they are cooked. They come by and show me the celery root that was trapped inside a pig bladder and tell me they'll go into the kitchen to serve it. They lie. It's just a show piece. The same show piece I saw at least 15 times that night at different tables. I actually felt bad for the servers that had to repeat the same thing over and over. You can see it in their face. ""Stupid pig ball sack again and again"". 

As for the celery root with truffle gravy. Eh. It was ok. 

Blend of liver patte and cured duck meat. Nice touch. 

Next is the duck. Another show piece they walk around tables throughout the night. It was a bit tough and hard to cut but the taste was there. 

Cheese. We had 8 types of cheese to choose from. The variety was nice but there was one potent one that smelled and tasted like concentrated fart. Once I cut into it, the aroma seared our nostril hairs. It was pretty raunchy. Other than that, pretty clean and nutty flavors. 

Baked Alaska. Only real strong complaint of the night. Yet another showpiece I was sick of seeing. Fire was cool. The taste of this thing was... Out right awful. Patrons want dessert. Real dessert. Creme brûlée with a spin. Chocolate something to blow me away. A mousse perhaps, some kind of crazy lava cake. The taste of this was gross. The rum soaked bottom was too strong it become bitter. The Apple flavors just didn't work for me. However, they did say they'll be happy to give us something to substitute. 

I will say they do whatever it takes to make you happy. If you didn't like something, they would find ways to make it up to you. Service is perfect. Gift bag was nice. Granola was really good. Fancy good. 

As for the food, it missed on a lot of marks so the experience was not as remarkable as I thought it'd be. Not for the price that was paid.",0.0
"Good place to grab quick lunch. There's seating upstairs after you look around at the variety of options they have, but most people take it to go. There's something for everyone. If you're into healthy smoothies or juices, they have a lot of options to make your own too. I grabbed a package of sushi to go, and it tasted fine, and I didn't get sick. I believe there is free wifi as well.",0.0
"I myself was pretty surprised that I wanted to get some Asian food while I was in New York. Maybe it's because I was getting sick of eating non-Asian food, maybe it's because I wanted to actually give New York's Asian options a chance. Either way, no matter what part of this world you are in, there are very few things better on a cold night than good ol hot pot! Wish it didn't take 90 minutes to sit down, but I guess it speaks to the popularity of this place.

For $18.99 AYCE, it's more than worth the money. I only have one AYCE hot pot place to compare this place to (located in Fremont, CA). Gotta say that this place is just as good, if not better! Although the menu is a bit limited in terms of overall options, the quality of the meat. fish, and vegetables are great. I definitely do not go soft when it comes to hot pot soup base...the super spicy soup is absolutely delicious. And I love how they have an entire section solely for sauces, because I don't even get that at the place I usually go to.

Best part about this place is that the customer service is absolutely excellent. I'm used to Asian restaurants having crappy to average-at-best service. I was honestly super amazed at how nice and courteous everyone here was. Hell, I don't even get service this good at American restaurants! They even have plastic bags for jackets and bags so that you don't leave the place smelling like hot pot and/or BBQ after you're done.

Since this was a last-minute call, it was too late to make a reservation. Definitely make a reservation if you can, because the wait is really that long and this place really is THAT popular. Dunno if I want to come back because I do want to try other options in New York. But if I ever have that craving again, I know where I'm coming!",0.0
"This place is TINY! There is a small counter and I think there are only two small tables and that's it. The shop is cute, it kinda has a cute, country inn feel but no make no mistake, you get your goods to go. Once you get into the shop, the first thing you see is the counter with baked goods displayed behind a glass partition. The way the line is setup is kinda weird, the closest counter to you on the left is actually where you pay, the further counter on the right is where you order. And yes, I didn't get a cupcake because I am sick of them lol

The food:

Brooklyn Blackout Cake- Chocolate cake, chocolate pudding, fudge frosting. I thought the cake was nice, it was obviously very chocolatey but as much as I liked the cake, it really had a Betty Crocker feel to it. It was kinda like an upscale Betty Crocker, if you will. The cake was moist, the inside had a nice consistency and the frosting was a tad sweet but not too bad. I still enjoyed the good and would get it again.

Pecan Pie- They really should have called it, ""Pecan on Pecan on Pecan Pie."" This sucker was oozing pecans! I have never seen so many pecans on a pecan pie before, it was a good pie but oddly, I think it might have had too many pecans. * Gasp* I know... 

Strawberry Rhubarb- I thought this was just OK, I did like the nice flaky, buttery crust, but the filling was just so so for me, I thought the filling was rather too sweet and too intense.",0.0
"What does one do after a too many sickly sweet cakes and desserts? Why, have more sickly sweet drinks to back it up! It's tea-time! It's Chatime! And I think my diabetic specialist will cry after reading this but.. ONWARDS!

At Chatime, I ordered the milk tea with pearls (or boba), 100% sweet(ened with honey) and I got a regular cup!

Tea: 3/5 - Good flavour, nice strong tea taste and the honey was good! I can't remember seeing on their menu if they did a roasted milk tea like in Sydney but that my friends, we can figure out on the next visit.

Bubbles / boba: 3/5 - Yeah no. These guys were ok but they were inconsistent. Some were soft and chewy, others hard and not so pleasant.

Sweetness (100%): 5/5 - Sealed cup means I can shake it up and get the flavours all right. And right it was. Perfect sugar rush for sitting in Central Park, buzzing slightly and watching the world go by.

Ice: 3/5 - I would probably ask for less next time because towards the end, all I was left with was hard balls from too much ice.

Value: 3/5 - it was fine, not outrageous and not terrible.

This review is short, sweet and average. Much like their tea. Hrm.",0.0
"A lot of these places feel like they need to renovate or ""modernize."" Nunzio's, for instance. Slathered in stucco now, and painted a sickly tinned salmon color.

Not Lee's. And thank God for it. Draft Bud for $2.75 and large bar pizzas for $11. Tile floors, wood paneled walls and ceilings. Etched mirrors. A trophy shelf and an oil portrait of Lee. Or maybe Dickie, the second owner. Jets fans. But miraculous for a quasi sports bar in its unobtrusiveness. Everyone's got a rooting interest, but no one has to yell about it.

Fine calamari with good homemade sauce. Runs spicier than you'd expect. Might need salt. Lots of tentacles. Another small miracle.

The pizza is great. We're also rating for the unimpeachable atmosphere. But the pizza is at least four stars. Cracker crust, but just a bit pliant, and with some actual taste, too. Good, sweet sauce. And the pepperoni are those thick-cut coins that roll up into little bowls when they're cooked. Also flavorful. You always want that kind, but you usually get the sad Papa John's kind. This is it.

(Don't get the fresh mozzarella. Because a, you're cheap and it costs more, and b, this really isn't the kind of pizza for fresh mozz. This is cooked longer and slower, and in that time, the fresh stuff dries out.)

Thank God for Lee's in Dongan Hills.",0.0
"I've been here too many times to list. i love this place, no complaints. Service is excellent, I've had the grilled lemon pound cake every time and love it. The pound cake is not sicky sweet and not necessary with the figs that accompany it. The pork chop i had twice and first time was good, juicy but lacking a bit of flavor. I had it last night and it was kind of dry so maybe hit or miss with the pork chop but everything else I've had is great. I love that this place is in BK so that i can stop by for good food whenever i want. i've brought so many friends here & they've turned into repeat customers lol",0.0
"There doesn't seem to be too many amazing bakeries on this side of town and I was tasked with getting a cake from here for one of our employees who was leaving.  This is definitely a small bakeshop, a small seating area inside and a limited number of items available for sale,  We picked a simple chocolate cake and it was pretty good.  Nice and moist, made with quality chocolate and the best part was the fact that it wasn't sickly sweet.  I obviously have loyalties to my bakeries but Clementine Bakery would do in a pinch if I needed something quickly in the vicinity of the Brooklyn Navy Yard.",0.0
"I realize it is an cultural and age thing, but I just don't get Bubble Tea and the other Tapioca Bead drinks that seem to be every 20 feet along Main Street in Flushing.  The line is long with what seem to be primarily high school age kids, but there are certainly some older folks waiting their turn or sucking hard on the large bore straws that allow the ""bubbles"" to be drawn into the mouth (Isn't that a choking hazard?).  

My friends wanted to try them, so who was I to demur?  I found myself drinking an overly sweet ""Green Tea"" concoction, with Purple Tapiocas and Red Beans occupying the bottom third of the thin plastic container. I wondered what was in the bubbles, as they had a rather sickly spongy/gooey consistency followed by a weird chew and swallow.  Some lab work should be done, as I doubt its ingredients have ever been evaluated. 

So, we took our drinks around the corner to a good Taiwanese bakery, ordered a few small cakes, and sat at their window bar to enjoy the street life.  

I don't see this product ever making my short list of favorite drinks.",0.0
"Have a special place in my heart for White Castle. Sickly can't resist those damn little burgers. So different but soo good & addictive. To each their own I guess. Despite popular belief, they actually use 100% beef no fillers. Workers sweet to enjoyably sassy. Can't wait till I'm back in town and I'll be heading up. Don't come expecting a ""fancy"" suburbian mcdonalds idiot.",0.0
"I walked by the other evening and decided to  buy a slice of yellow cake with chocolate icing.  They were closed down a year ago by the Health Department  but I saw an updated grade and decided to give it a shot.
No mouse droppings or anything but it just was not good.  There was no taste whatsoever to the cake (it was like eating paper) and the icing was sickeningly sweet.
Box cake mix is better!
I don't understand how they can bomb at the single, only, one thing that they do...bake cakes.
I'm only writing this review because I don't want you to waste your $4.95 as I did.",0.0
